loss,val_loss
0.005246344953775406,0.0008332252618856728
0.001708635943941772,0.0006501180469058454
0.00154764368198812,0.000624478270765394
0.0013580572558566928,0.0006071160896681249
0.0012883433373644948,0.0005809366120956838
0.0012048832140862942,0.0005632582469843328
0.0011368865380063653,0.0006446177721954882
0.0010439499747008085,0.00053627067245543
0.000938576937187463,0.0005621884483844042
0.0008492772467434406,0.0005402133683674037
0.0008502322598360479,0.0005087721510790288
0.0007654080982320011,0.0004956742050126195
0.0007209227187559009,0.0006308258161880076
0.0006578118191100657,0.0004925046232528985
0.0006132564158178866,0.0004961314261890948
0.0005864319973625243,0.0005013744812458754
0.0005658002337440848,0.00046132071292959154
0.0005310832057148218,0.0005140826688148081
0.0004915323224849999,0.0004383485938888043
0.0004813775885850191,0.0004318321880418807
0.000469779857667163,0.0004491396830417216
0.00044460128992795944,0.0004240757552906871
0.0004430589033290744,0.00045518946717493236
0.0004393545677885413,0.00040091879782266915
0.00040766512393020093,0.00039682313217781484
0.0004051705764140934,0.00038926463457755744
0.0004003091889899224,0.0003980157198384404
0.00038927490822970867,0.00041265907930210233
0.00038998585660010576,0.0003835055395029485
0.0003931513347197324,0.00037446277565322816
0.0003809582267422229,0.00037434796104207635
0.00036821988760493696,0.000391948880860582
0.0003636674373410642,0.0003642005904112011
0.00036402366822585464,0.0003652087470982224
0.0003613741719163954,0.00036143892793916166
0.00036881136475130916,0.00035576766822487116
0.00036057145916856825,0.00036387049476616085
0.00035136478254571557,0.00035471509909257293
0.00035763299092650414,0.0003423374437261373
0.0003506325010675937,0.0003464553155936301
0.0003487142384983599,0.0003370394406374544
0.0003494508855510503,0.000335956021444872
0.0003419232671149075,0.0003328318998683244
0.0003312771732453257,0.00034921232145279646
0.0003407347830943763,0.00032697219285182655
0.0003358281683176756,0.0003294523630756885
0.00033165508648380637,0.000339990365318954
0.000331663090037182,0.00035644954186864197
0.0003327974700368941,0.0003276678326074034
0.00032722423202358186,0.0003202911757398397
0.000326763023622334,0.0003200082283001393
0.0003269637527409941,0.00031962987850420177
0.0003366398741491139,0.0003184782399330288
0.00032924243714660406,0.00034563246299512684
0.00033300984068773687,0.0003205865796189755
0.0003272959147579968,0.0003271130262874067
0.0003240216465201229,0.000331658695358783
0.0003223711682949215,0.0003272943140473217
0.00032390165142714977,0.00033766793785616755
0.0003213964228052646,0.0003187308902852237
0.00032452563755214214,0.0003182340005878359
0.000330496666720137,0.0003175204328726977
0.00032958193332888186,0.00031818237039260566
0.00031989888520911336,0.00031704286811873317
0.00032925844425335526,0.00031629615114070475
0.0003417429979890585,0.0003171648713760078
0.00032669142819941044,0.0003158339823130518
0.00032555597135797143,0.0003252062888350338
0.000319069396937266,0.00032644878956489265
0.0003200297651346773,0.00032300245948135853
0.000325305707519874,0.00031676286016590893
0.0003238529898226261,0.0003457670973148197
0.00032474141335114837,0.00032094097696244717
0.00031710468465462327,0.0003175097517669201
0.00032027525594457984,0.0003406530886422843
0.0003248871071264148,0.0003334794600959867
0.0003295056812930852,0.0003354459477122873
